simulated.data...1.	rep.num.plants.per.plot..nrow.simulated.data..	binomial.rvs.1	binomial.rvs.2	binomial.rvs.3	binomial.rvs.4	binomial.rvs.5	binomial.rvs.6	binomial.rvs.7	binomial.rvs.8	binomial.rvs.9	binomial.rvs.10	binomial.rvs.11	binomial.rvs.12	binomial.rvs.13	binomial.rvs.14	binomial.rvs.15	binomial.rvs.16	binomial.rvs.17	binomial.rvs.18	binomial.rvs.19	binomial.rvs.20	binomial.rvs.21	binomial.rvs.22	binomial.rvs.23	binomial.rvs.24	binomial.rvs.25	binomial.rvs.26	binomial.rvs.27	binomial.rvs.28	binomial.rvs.29	binomial.rvs.30	binomial.rvs.31	binomial.rvs.32	binomial.rvs.33	binomial.rvs.34	binomial.rvs.35	binomial.rvs.36	binomial.rvs.37	binomial.rvs.38	binomial.rvs.39	binomial.rvs.40	binomial.rvs.41	binomial.rvs.42	binomial.rvs.43	binomial.rvs.44	binomial.rvs.45	binomial.rvs.46	binomial.rvs.47	binomial.rvs.48	binomial.rvs.49	binomial.rvs.50	binomial.rvs.51	binomial.rvs.52	binomial.rvs.53	binomial.rvs.54	binomial.rvs.55	binomial.rvs.56	binomial.rvs.57	binomial.rvs.58	binomial.rvs.59	binomial.rvs.60	binomial.rvs.61	binomial.rvs.62	binomial.rvs.63	binomial.rvs.64	binomial.rvs.65	binomial.rvs.66	binomial.rvs.67	binomial.rvs.68	binomial.rvs.69	binomial.rvs.70	binomial.rvs.71	binomial.rvs.72	binomial.rvs.73	binomial.rvs.74	binomial.rvs.75	binomial.rvs.76	binomial.rvs.77	binomial.rvs.78	binomial.rvs.79	binomial.rvs.80	binomial.rvs.81	binomial.rvs.82	binomial.rvs.83	binomial.rvs.84	binomial.rvs.85	binomial.rvs.86	binomial.rvs.87	binomial.rvs.88	binomial.rvs.89	binomial.rvs.90	binomial.rvs.91	binomial.rvs.92	binomial.rvs.93	binomial.rvs.94	binomial.rvs.95	binomial.rvs.96	binomial.rvs.97	binomial.rvs.98	binomial.rvs.99	binomial.rvs.100
KI14	25	22	22	20	22	20	24	24	23	22	24	22	23	20	24	21	23	22	21	23	22	23	21	17	22	17	22	20	22	21	21	23	22	19	22	22	23	22	19	22	18	20	22	20	22	24	19	22	20	23	17	22	23	20	16	18	22	21	19	23	18	22	24	20	23	23	18	20	19	24	22	21	18	23	19	22	19	21	16	21	22	22	23	21	23	21	20	21	22	23	21	21	22	23	22	20	20	20	20	21	24
KI21	25	22	21	24	22	21	23	19	19	22	20	16	19	20	22	23	21	22	23	22	24	23	19	24	24	22	22	23	19	21	22	22	19	18	23	20	24	19	23	20	22	21	21	20	22	20	21	25	25	18	20	19	20	18	19	20	19	22	17	21	20	22	22	21	22	23	25	21	15	21	23	22	21	21	25	22	22	24	21	23	22	24	24	22	23	21	23	23	21	22	22	23	22	23	23	22	21	20	22	19	22
KI3	25	22	23	17	22	22	22	23	21	19	18	21	23	20	20	23	24	23	22	22	24	22	20	22	24	23	23	22	22	20	23	22	19	22	22	22	22	22	22	22	24	21	24	23	21	21	20	21	21	22	25	22	22	19	22	23	22	23	23	23	20	21	21	22	21	22	20	23	24	21	20	20	21	21	21	18	19	21	21	19	22	22	22	19	22	22	23	21	24	24	21	20	22	22	22	20	17	23	23	21	22
KI44	25	22	25	23	19	24	19	22	23	22	22	22	23	23	21	20	21	20	24	21	18	21	22	21	20	19	20	21	23	20	22	20	24	23	20	21	23	21	22	21	21	21	20	20	23	21	19	20	23	21	22	22	23	22	23	23	22	21	19	22	22	20	21	21	23	19	23	18	22	19	18	24	23	21	16	22	20	24	21	24	24	20	22	21	23	22	23	25	24	23	24	23	20	23	21	22	21	21	21	18	19
KY21	25	18	11	8	13	10	14	9	11	15	8	13	9	16	13	9	13	9	14	12	12	13	9	14	7	10	16	12	8	11	10	11	14	12	8	12	12	13	16	8	14	14	12	14	11	14	9	9	9	15	8	15	13	13	10	15	10	11	18	15	11	12	13	17	11	9	14	11	12	12	12	15	13	12	11	12	11	11	13	10	11	15	11	16	12	12	19	14	9	12	12	12	15	16	12	11	12	16	11	12	15
KY226	25	24	22	20	20	20	20	19	24	22	20	22	22	21	23	20	24	20	23	21	21	21	18	20	18	23	18	23	19	23	22	22	19	19	22	23	23	20	24	21	22	22	17	20	22	20	20	21	19	21	23	22	19	24	16	20	21	19	21	20	23	17	18	20	24	23	21	20	20	21	22	20	24	21	19	18	20	21	22	23	22	23	18	21	20	23	22	21	22	21	24	24	22	22	24	23	22	23	22	22	17
KY228	25	22	22	22	20	22	25	25	21	20	21	20	19	20	20	21	23	23	16	24	21	22	22	21	19	23	23	23	22	22	19	21	22	22	21	18	19	21	22	17	21	21	19	21	24	22	21	22	23	21	22	19	25	20	20	22	21	20	20	24	25	21	20	22	22	20	23	18	21	22	22	22	20	22	22	15	19	21	20	23	22	23	23	21	23	23	24	19	22	21	22	22	23	17	22	20	21	20	22	23	23
L317	25	21	19	22	21	23	22	21	23	22	23	21	17	22	17	22	20	22	21	21	23	22	19	22	22	23	22	19	22	18	20	22	20	22	24	19	22	20	23	17	22	23	20	16	18	22	21	19	23	18	22	24	20	23	23	18	20	19	24	22	21	18	23	19	22	19	21	16	21	22	22	23	21	23	21	20	21	22	23	21	21	22	23	22	20	20	20	20	21	24	23	21	21	22	22	24	21	23	21	21	21
L578	25	24	22	21	23	21	22	23	22	24	23	19	24	24	22	22	23	19	21	22	22	19	18	23	20	24	19	23	20	22	21	21	20	22	20	21	25	25	18	20	19	20	18	19	20	19	22	17	21	20	22	22	21	22	23	25	21	15	21	23	22	21	21	25	22	22	24	21	23	22	24	24	22	23	21	23	23	21	22	22	23	22	23	23	22	21	20	22	19	22	21	22	21	22	22	23	23	17	22	22	19
M14	25	25	20	20	23	24	23	22	22	24	22	20	22	24	23	23	22	22	20	23	22	19	22	22	22	22	22	22	22	24	21	24	23	21	21	20	21	21	22	25	22	22	19	22	23	22	23	23	23	20	21	21	22	21	22	20	23	24	21	20	20	21	21	21	18	19	21	21	19	22	22	22	19	22	22	23	21	24	24	21	20	22	22	22	20	17	23	23	21	22	23	22	21	22	21	23	18	23	19	25	22
M37W	25	11	16	9	15	13	14	8	14	17	13	13	14	15	16	15	13	10	15	11	15	9	10	15	14	11	14	12	14	13	13	15	15	10	13	16	15	10	13	12	12	10	12	11	11	12	14	16	12	12	15	14	13	10	16	11	17	12	16	17	8	10	14	19	13	15	9	14	9	9	14	12	14	10	12	10	6	9	11	9	10	15	11	13	11	14	13	13	18	16	14	16	11	14	13	12	14	12	11	15	11
MO17	25	22	24	19	24	21	24	20	22	22	21	24	20	25	23	19	22	24	22	23	23	20	22	24	22	22	21	19	24	21	20	22	20	23	20	24	24	24	20	24	20	21	21	23	19	23	23	17	19	23	22	21	18	22	24	21	23	22	22	22	20	21	22	23	22	23	23	21	23	23	20	22	19	22	22	16	21	24	22	22	22	19	19	22	22	22	19	23	22	20	23	25	22	23	19	22	21	22	21	20	22
MO18W	25	23	22	24	20	24	20	23	21	21	21	18	20	18	23	18	23	19	23	22	22	19	19	22	23	23	20	24	21	22	22	17	20	22	20	20	21	19	21	23	22	19	24	16	20	21	19	21	20	23	17	18	20	24	23	21	20	20	21	22	20	24	21	19	18	20	21	22	23	22	23	18	21	20	23	22	21	22	21	24	24	22	22	24	23	22	23	22	22	17	20	24	21	22	23	23	24	20	21	20	22
MO1W	25	22	22	21	21	23	23	16	24	21	22	22	21	19	23	23	23	22	22	19	21	22	22	21	18	19	21	22	17	21	21	19	21	24	22	21	22	23	21	22	19	25	20	20	22	21	20	20	24	25	21	20	22	22	20	23	18	21	22	22	22	20	22	22	15	19	21	20	23	22	23	23	21	23	23	24	19	22	21	22	22	23	17	22	20	21	20	22	23	23	24	23	18	22	22	21	24	20	19	19	21
MO24W	25	11	11	10	12	14	12	13	13	11	12	15	12	11	10	12	16	12	17	14	11	15	12	8	16	12	14	10	18	11	10	15	19	17	12	13	16	11	17	13	9	14	11	10	17	15	15	9	12	13	17	11	16	13	16	13	19	13	12	11	11	13	11	14	15	13	11	11	13	14	12	10	12	14	14	14	15	13	9	11	13	14	12	12	9	13	10	13	13	14	13	11	12	12	13	12	13	10	10	10	12
MO44	25	19	22	21	22	23	19	21	22	22	19	18	23	20	24	19	23	20	22	21	21	20	22	20	21	25	25	18	20	19	20	18	19	20	19	22	17	21	20	22	22	21	22	23	25	21	15	21	23	22	21	21	25	22	22	24	21	23	22	24	24	22	23	21	23	23	21	22	22	23	22	23	23	22	21	20	22	19	22	21	22	21	22	22	23	23	17	22	22	19	19	19	20	19	22	23	22	18	23	21	24
MO45	25	20	23	19	23	22	22	20	23	22	19	22	22	22	22	22	22	22	24	21	24	23	21	21	20	21	21	22	25	22	22	19	22	23	22	23	23	23	20	21	21	22	21	22	20	23	24	21	20	20	21	21	21	18	19	21	21	19	22	22	22	19	22	22	23	21	24	24	21	20	22	22	22	20	17	23	23	21	22	23	22	21	22	21	23	18	23	19	25	22	25	25	24	24	22	23	23	20	21	22	22
MO46	25	11	15	13	15	13	10	15	11	15	9	10	15	14	11	14	12	14	13	13	15	15	10	13	16	15	10	13	12	12	10	12	11	11	12	14	16	12	12	15	14	13	10	16	11	17	12	16	17	8	10	14	19	13	15	9	14	9	9	14	12	14	10	12	10	6	9	11	9	10	15	11	13	11	14	13	13	18	16	14	16	11	14	13	12	14	12	11	15	11	12	14	12	13	11	15	16	14	11	10	13
MO47	25	24	24	22	19	22	24	22	23	23	20	22	24	22	22	21	19	24	21	20	22	20	23	20	24	24	24	20	24	20	21	21	23	19	23	23	17	19	23	22	21	18	22	24	21	23	22	22	22	20	21	22	23	22	23	23	21	23	23	20	22	19	22	22	16	21	24	22	22	22	19	19	22	22	22	19	23	22	20	23	25	22	23	19	22	21	22	21	20	22	22	23	24	25	19	23	20	18	19	24	22
MOG	25	18	10	16	17	10	16	10	12	12	16	16	11	10	10	14	8	13	12	11	18	15	12	14	14	13	16	13	11	12	16	8	19	15	13	15	13	15	10	18	17	15	9	10	14	15	14	13	13	15	9	13	16	17	14	13	12	11	13	10	17	14	15	10	12	13	11	14	9	9	12	12	9	11	12	10	12	12	18	15	9	13	11	10	11	8	14	13	15	11	12	13	12	11	14	12	9	10	13	13	7
MP339	25	17	15	11	10	11	12	12	16	14	12	12	14	17	15	13	12	18	13	14	15	13	8	12	14	11	11	14	12	16	6	15	14	11	13	14	14	9	7	14	15	13	12	14	10	17	13	12	12	12	14	12	12	21	15	14	14	10	12	10	10	13	10	11	8	16	12	14	12	12	11	18	12	15	13	14	12	10	11	9	10	17	12	11	13	9	14	16	16	13	15	9	12	19	14	16	10	12	13	12	15
MS1334	25	22	21	22	22	19	22	18	20	22	20	22	24	19	22	20	23	17	22	23	20	16	18	22	21	19	23	18	22	24	20	23	23	18	20	19	24	22	21	18	23	19	22	19	21	16	21	22	22	23	21	23	21	20	21	22	23	21	21	22	23	22	20	20	20	20	21	24	23	21	21	22	22	24	21	23	21	21	21	21	23	22	22	21	22	21	23	23	23	22	20	23	23	21	20	22	19	19	18	20	24
MS153	25	15	11	11	16	11	15	12	14	14	14	13	15	13	7	6	17	14	16	15	17	16	15	16	12	18	13	14	12	11	13	12	10	7	14	20	13	11	12	13	13	7	12	12	9	13	11	12	9	8	12	11	13	11	11	13	12	12	11	12	11	11	11	13	15	12	16	13	14	12	14	13	12	10	10	18	11	12	16	16	16	15	16	13	10	11	17	10	13	9	11	16	7	12	11	14	15	10	6	16	11
MS71	25	23	22	20	22	22	22	24	21	24	23	21	21	20	21	21	22	25	22	22	19	22	23	22	23	23	23	20	21	21	22	21	22	20	23	24	21	20	20	21	21	21	18	19	21	21	19	22	22	22	19	22	22	23	21	24	24	21	20	22	22	22	20	17	23	23	21	22	23	22	21	22	21	23	18	23	19	25	22	25	25	24	24	22	23	23	20	21	22	22	19	20	21	20	23	23	22	21	22	22	24
MT42	25	10	14	14	14	12	14	13	13	15	15	10	13	16	15	10	13	12	12	10	12	11	11	12	14	16	12	12	15	14	13	10	16	11	17	12	16	17	8	10	14	19	13	15	9	14	9	9	14	12	14	10	12	10	6	9	11	9	10	15	11	13	11	14	13	13	18	16	14	16	11	14	13	12	14	12	11	15	11	12	14	12	13	11	15	16	14	11	10	13	16	19	11	14	16	13	10	17	11	14	14
N192	25	25	22	21	21	19	24	21	20	22	20	23	20	24	24	24	20	24	20	21	21	23	19	23	23	17	19	23	22	21	18	22	24	21	23	22	22	22	20	21	22	23	22	23	23	21	23	23	20	22	19	22	22	16	21	24	22	22	22	19	19	22	22	22	19	23	22	20	23	25	22	23	19	22	21	22	21	20	22	22	23	24	25	19	23	20	18	19	24	22	22	19	23	21	23	22	23	22	22	22	20
N28HT	25	22	20	21	20	24	21	22	22	17	20	22	20	20	21	19	21	23	22	19	24	16	20	21	19	21	20	23	17	18	20	24	23	21	20	20	21	22	20	24	21	19	18	20	21	22	23	22	23	18	21	20	23	22	21	22	21	24	24	22	22	24	23	22	23	22	22	17	20	24	21	22	23	23	24	20	21	20	22	22	21	22	23	20	22	24	23	21	21	25	23	21	23	22	22	22	18	20	23	22	21
N7A	25	12	11	14	13	12	18	13	14	15	13	8	12	14	11	11	14	12	16	6	15	14	11	13	14	14	9	7	14	15	13	12	14	10	17	13	12	12	12	14	12	12	21	15	14	14	10	12	10	10	13	10	11	8	16	12	14	12	12	11	18	12	15	13	14	12	10	11	9	10	17	12	11	13	9	14	16	16	13	15	9	12	19	14	16	10	12	13	12	15	12	15	16	12	15	11	10	9	10	10	14
NC222	25	20	23	19	20	23	17	22	23	20	16	18	22	21	19	23	18	22	24	20	23	23	18	20	19	24	22	21	18	23	19	22	19	21	16	21	22	22	23	21	23	21	20	21	22	23	21	21	22	23	22	20	20	20	20	21	24	23	21	21	22	22	24	21	23	21	21	21	21	23	22	22	21	22	21	23	23	23	22	20	23	23	21	20	22	19	19	18	20	24	19	21	22	23	21	24	23	24	18	19	23
NC230	25	13	11	14	6	17	14	16	15	17	16	15	16	12	18	13	14	12	11	13	12	10	7	14	20	13	11	12	13	13	7	12	12	9	13	11	12	9	8	12	11	13	11	11	13	12	12	11	12	11	11	11	13	15	12	16	13	14	12	14	13	12	10	10	18	11	12	16	16	16	15	16	13	10	11	17	10	13	9	11	16	7	12	11	14	15	10	6	16	11	10	14	14	13	16	9	15	14	13	7	13
NC232	25	20	23	19	21	22	25	22	22	19	22	23	22	23	23	23	20	21	21	22	21	22	20	23	24	21	20	20	21	21	21	18	19	21	21	19	22	22	22	19	22	22	23	21	24	24	21	20	22	22	22	20	17	23	23	21	22	23	22	21	22	21	23	18	23	19	25	22	25	25	24	24	22	23	23	20	21	22	22	19	20	21	20	23	23	22	21	22	22	24	22	23	20	20	21	20	20	23	22	21	24
NC236	25	12	14	14	10	13	12	12	10	12	11	11	12	14	16	12	12	15	14	13	10	16	11	17	12	16	17	8	10	14	19	13	15	9	14	9	9	14	12	14	10	12	10	6	9	11	9	10	15	11	13	11	14	13	13	18	16	14	16	11	14	13	12	14	12	11	15	11	12	14	12	13	11	15	16	14	11	10	13	16	19	11	14	16	13	10	17	11	14	14	9	12	13	11	16	17	9	13	12	13	12
NC238	25	21	23	23	24	20	24	20	21	21	23	19	23	23	17	19	23	22	21	18	22	24	21	23	22	22	22	20	21	22	23	22	23	23	21	23	23	20	22	19	22	22	16	21	24	22	22	22	19	19	22	22	22	19	23	22	20	23	25	22	23	19	22	21	22	21	20	22	22	23	24	25	19	23	20	18	19	24	22	22	19	23	21	23	22	23	22	22	22	20	21	22	21	23	20	22	17	23	20	17	23
NC250	25	15	11	12	16	13	11	12	16	8	19	15	13	15	13	15	10	18	17	15	9	10	14	15	14	13	13	15	9	13	16	17	14	13	12	11	13	10	17	14	15	10	12	13	11	14	9	9	12	12	9	11	12	10	12	12	18	15	9	13	11	10	11	8	14	13	15	11	12	13	12	11	14	12	9	10	13	13	7	11	14	10	11	12	12	17	15	11	12	13	16	11	14	16	12	11	16	15	10	12	15
NC258	25	20	21	21	23	21	22	19	25	20	20	22	21	20	20	24	25	21	20	22	22	20	23	18	21	22	22	22	20	22	22	15	19	21	20	23	22	23	23	21	23	23	24	19	22	21	22	22	23	17	22	20	21	20	22	23	23	24	23	18	22	22	21	24	20	19	19	21	20	23	22	16	20	19	23	22	21	22	20	22	19	19	22	20	22	23	24	23	23	21	19	22	21	21	17	22	20	22	21	22	21
NC260	25	20	20	22	23	18	22	24	20	23	23	18	20	19	24	22	21	18	23	19	22	19	21	16	21	22	22	23	21	23	21	20	21	22	23	21	21	22	23	22	20	20	20	20	21	24	23	21	21	22	22	24	21	23	21	21	21	21	23	22	22	21	22	21	23	23	23	22	20	23	23	21	20	22	19	19	18	20	24	19	21	22	23	21	24	23	24	18	19	23	22	21	23	23	24	19	20	25	23	22	22
NC262	25	24	23	20	21	20	22	22	21	22	23	25	21	15	21	23	22	21	21	25	22	22	24	21	23	22	24	24	22	23	21	23	23	21	22	22	23	22	23	23	22	21	20	22	19	22	21	22	21	22	22	23	23	17	22	22	19	19	19	20	19	22	23	22	18	23	21	24	23	19	25	22	23	21	19	23	25	19	22	23	21	21	21	19	23	20	20	21	25	21	21	23	23	23	23	23	24	20	22	19	24
NC264	25	21	22	19	23	20	21	21	22	21	22	20	23	24	21	20	20	21	21	21	18	19	21	21	19	22	22	22	19	22	22	23	21	24	24	21	20	22	22	22	20	17	23	23	21	22	23	22	21	22	21	23	18	23	19	25	22	25	25	24	24	22	23	23	20	21	22	22	19	20	21	20	23	23	22	21	22	22	24	22	23	20	20	21	20	20	23	22	21	24	24	19	21	17	21	21	21	23	20	21	23
NC290A	25	22	22	21	22	22	20	21	21	23	19	23	18	22	19	18	24	23	21	16	22	20	24	21	24	24	20	22	21	23	22	23	25	24	23	24	23	20	23	21	22	21	21	21	18	19	21	19	23	21	21	22	21	22	22	20	22	22	21	22	22	23	20	19	21	22	23	21	19	17	22	21	19	21	23	18	23	21	20	24	22	21	23	19	18	24	21	22	21	22	21	22	23	22	23	21	21	21	21	20	20
NC294	25	24	20	23	19	23	22	21	18	22	24	21	23	22	22	22	20	21	22	23	22	23	23	21	23	23	20	22	19	22	22	16	21	24	22	22	22	19	19	22	22	22	19	23	22	20	23	25	22	23	19	22	21	22	21	20	22	22	23	24	25	19	23	20	18	19	24	22	22	19	23	21	23	22	23	22	22	22	20	21	22	21	23	20	22	17	23	20	17	23	20	22	21	21	20	23	21	25	22	20	22
NC296	25	12	16	15	15	10	18	17	15	9	10	14	15	14	13	13	15	9	13	16	17	14	13	12	11	13	10	17	14	15	10	12	13	11	14	9	9	12	12	9	11	12	10	12	12	18	15	9	13	11	10	11	8	14	13	15	11	12	13	12	11	14	12	9	10	13	13	7	11	14	10	11	12	12	17	15	11	12	13	16	11	14	16	12	11	16	15	10	12	15	8	8	10	11	9	12	10	15	9	13	10
NC296A	25	14	9	13	9	7	14	15	13	12	14	10	17	13	12	12	12	14	12	12	21	15	14	14	10	12	10	10	13	10	11	8	16	12	14	12	12	11	18	12	15	13	14	12	10	11	9	10	17	12	11	13	9	14	16	16	13	15	9	12	19	14	16	10	12	13	12	15	12	15	16	12	15	11	10	9	10	10	14	16	12	13	13	18	12	14	12	14	12	13	10	16	16	12	14	19	15	15	12	11	13
NC298	25	16	14	13	12	13	17	11	16	13	16	13	19	13	12	11	11	13	11	14	15	13	11	11	13	14	12	10	12	14	14	14	15	13	9	11	13	14	12	12	9	13	10	13	13	14	13	11	12	12	13	12	13	10	10	10	12	15	11	11	13	14	12	15	16	17	14	9	15	13	12	10	13	9	10	9	17	16	11	12	13	10	10	9	15	15	7	10	12	12	11	10	13	16	17	14	10	15	14	10	9
NC300	25	16	11	12	11	12	13	13	7	12	12	9	13	11	12	9	8	12	11	13	11	11	13	12	12	11	12	11	11	11	13	15	12	16	13	14	12	14	13	12	10	10	18	11	12	16	16	16	15	16	13	10	11	17	10	13	9	11	16	7	12	11	14	15	10	6	16	11	10	14	14	13	16	9	15	14	13	7	13	13	10	10	11	10	11	9	14	12	16	8	16	12	11	12	12	12	10	11	14	15	13
NC302	25	15	11	15	15	15	13	13	13	17	16	14	14	16	12	13	12	16	11	11	10	14	9	8	13	14	12	11	12	14	18	11	11	13	11	11	12	13	11	14	11	17	10	16	7	13	7	6	9	8	13	10	10	15	13	12	11	16	15	13	15	11	10	11	13	11	11	9	12	10	15	15	13	14	15	10	11	13	8	9	16	14	18	13	14	13	11	14	13	10	14	9	11	15	8	13	9	16	13	9	13
NC306	25	24	21	20	18	24	23	21	16	22	20	24	21	24	24	20	22	21	23	22	23	25	24	23	24	23	20	23	21	22	21	21	21	18	19	21	19	23	21	21	22	21	22	22	20	22	22	21	22	22	23	20	19	21	22	23	21	19	17	22	21	19	21	23	18	23	21	20	24	22	21	23	19	18	24	21	22	21	22	21	22	23	22	23	21	21	21	21	20	20	20	19	24	22	20	22	22	21	23	20	24
NC310	25	24	20	22	22	20	21	22	23	22	23	23	21	23	23	20	22	19	22	22	16	21	24	22	22	22	19	19	22	22	22	19	23	22	20	23	25	22	23	19	22	21	22	21	20	22	22	23	24	25	19	23	20	18	19	24	22	22	19	23	21	23	22	23	22	22	22	20	21	22	21	23	20	22	17	23	20	17	23	20	22	21	21	20	23	21	25	22	20	22	25	25	21	20	21	20	19	20	20	21	23
NC314	25	22	20	22	22	20	24	21	19	18	20	21	22	23	22	23	18	21	20	23	22	21	22	21	24	24	22	22	24	23	22	23	22	22	17	20	24	21	22	23	23	24	20	21	20	22	22	21	22	23	20	22	24	23	21	21	25	23	21	23	22	22	22	18	20	23	22	21	19	23	21	19	22	22	19	20	23	22	20	24	24	23	22	24	22	23	20	24	21	23	22	21	23	22	23	21	17	22	17	22	20
NC318	25	24	21	23	22	22	20	22	22	15	19	21	20	23	22	23	23	21	23	23	24	19	22	21	22	22	23	17	22	20	21	20	22	23	23	24	23	18	22	22	21	24	20	19	19	21	20	23	22	16	20	19	23	22	21	22	20	22	19	19	22	20	22	23	24	23	23	21	19	22	21	21	17	22	20	22	21	22	21	23	19	19	22	20	16	19	20	22	23	21	22	23	22	24	23	19	24	24	22	22	23
NC320	25	20	22	21	22	23	21	23	21	20	21	22	23	21	21	22	23	22	20	20	20	20	21	24	23	21	21	22	22	24	21	23	21	21	21	21	23	22	22	21	22	21	23	23	23	22	20	23	23	21	20	22	19	19	18	20	24	19	21	22	23	21	24	23	24	18	19	23	22	21	23	23	24	19	20	25	23	22	22	22	23	21	19	18	21	23	20	20	23	24	23	22	22	24	22	20	22	24	23	23	22
NC324	25	24	20	25	24	24	22	23	21	23	23	21	22	22	23	22	23	23	22	21	20	22	19	22	21	22	21	22	22	23	23	17	22	22	19	19	19	20	19	22	23	22	18	23	21	24	23	19	25	22	23	21	19	23	25	19	22	23	21	21	21	19	23	20	20	21	25	21	21	23	23	23	23	23	24	20	22	19	24	19	22	23	22	22	22	23	23	21	20	21	20	24	21	18	21	22	21	20	19	20	21
NC326	25	24	22	22	22	22	19	22	22	23	21	24	24	21	20	22	22	22	20	17	23	23	21	22	23	22	21	22	21	23	18	23	19	25	22	25	25	24	24	22	23	23	20	21	22	22	19	20	21	20	23	23	22	21	22	22	24	22	23	20	20	21	20	20	23	22	21	24	24	19	21	17	21	21	21	23	20	21	23	21	24	22	20	24	21	24	19	21	24	21	24	20	22	22	21	24	20	25	23	19	22
NC328	25	22	17	19	20	22	21	23	22	23	25	24	23	24	23	20	23	21	22	21	21	21	18	19	21	19	23	21	21	22	21	22	22	20	22	22	21	22	22	23	20	19	21	22	23	21	19	17	22	21	19	21	23	18	23	21	20	24	22	21	23	19	18	24	21	22	21	22	21	22	23	22	23	21	21	21	21	20	20	20	19	24	22	20	22	22	21	23	20	24	20	23	21	21	21	18	20	18	23	18	23
NC33	25	22	17	18	20	22	19	22	22	16	21	24	22	22	22	19	19	22	22	22	19	23	22	20	23	25	22	23	19	22	21	22	21	20	22	22	23	24	25	19	23	20	18	19	24	22	22	19	23	21	23	22	23	22	22	22	20	21	22	21	23	20	22	17	23	20	17	23	20	22	21	21	20	23	21	25	22	20	22	25	25	21	20	21	20	19	20	20	21	23	23	16	24	21	22	22	21	19	23	23	23
NC336	25	13	12	12	10	17	14	15	10	12	13	11	14	9	9	12	12	9	11	12	10	12	12	18	15	9	13	11	10	11	8	14	13	15	11	12	13	12	11	14	12	9	10	13	13	7	11	14	10	11	12	12	17	15	11	12	13	16	11	14	16	12	11	16	15	10	12	15	8	8	10	11	9	12	10	15	9	13	10	12	14	10	12	10	13	18	12	18	12	14	12	13	13	11	12	15	12	11	10	12	16
NC338	25	14	15	14	10	10	13	10	11	8	16	12	14	12	12	11	18	12	15	13	14	12	10	11	9	10	17	12	11	13	9	14	16	16	13	15	9	12	19	14	16	10	12	13	12	15	12	15	16	12	15	11	10	9	10	10	14	16	12	13	13	18	12	14	12	14	12	13	10	16	16	12	14	19	15	15	12	11	13	12	10	12	8	11	16	8	9	12	12	10	15	14	12	12	16	17	11	15	8	16	11
NC340	25	10	15	10	12	10	12	14	14	14	15	13	9	11	13	14	12	12	9	13	10	13	13	14	13	11	12	12	13	12	13	10	10	10	12	15	11	11	13	14	12	15	16	17	14	9	15	13	12	10	13	9	10	9	17	16	11	12	13	10	10	9	15	15	7	10	12	12	11	10	13	16	17	14	10	15	14	10	9	10	13	12	9	12	14	12	9	11	11	12	12	14	10	12	16	12	12	11	12	12	12
NC342	25	23	18	23	22	23	23	22	21	20	22	19	22	21	22	21	22	22	23	23	17	22	22	19	19	19	20	19	22	23	22	18	23	21	24	23	19	25	22	23	21	19	23	25	19	22	23	21	21	21	19	23	20	20	21	25	21	21	23	23	23	23	23	24	20	22	19	24	19	22	23	22	22	22	23	23	21	20	21	20	24	21	18	21	22	21	20	19	20	21	23	20	22	20	24	23	20	21	23	21	22
NC344	25	21	21	21	22	22	22	20	17	23	23	21	22	23	22	21	22	21	23	18	23	19	25	22	25	25	24	24	22	23	23	20	21	22	22	19	20	21	20	23	23	22	21	22	22	24	22	23	20	20	21	20	20	23	22	21	24	24	19	21	17	21	21	21	23	20	21	23	21	24	22	20	24	21	24	19	21	24	21	24	20	22	22	21	24	20	25	23	19	22	24	22	23	23	20	22	24	22	22	21	19
NC346	25	13	9	15	15	11	13	11	14	13	13	18	16	14	16	11	14	13	12	14	12	11	15	11	12	14	12	13	11	15	16	14	11	10	13	16	19	11	14	16	13	10	17	11	14	14	9	12	13	11	16	17	9	13	12	13	12	14	12	10	12	10	13	14	14	13	14	14	15	15	9	12	14	12	12	13	11	14	9	14	10	13	13	14	17	15	17	11	17	10	16	10	12	12	16	16	11	10	10	14	8
NC348	25	12	9	15	15	16	12	11	12	16	11	12	15	11	6	11	11	16	12	13	12	13	14	12	12	10	9	7	16	11	14	17	16	8	12	12	16	10	13	10	12	10	12	12	11	14	14	12	13	11	15	11	18	10	14	18	11	15	12	13	13	15	10	14	7	12	14	12	7	7	13	14	13	14	16	15	15	14	11	10	19	8	13	12	11	13	16	11	10	11	12	12	16	14	12	12	14	17	15	13	12
NC350	25	22	19	21	22	22	24	23	22	23	22	22	17	20	24	21	22	23	23	24	20	21	20	22	22	21	22	23	20	22	24	23	21	21	25	23	21	23	22	22	22	18	20	23	22	21	19	23	21	19	22	22	19	20	23	22	20	24	24	23	22	24	22	23	20	24	21	23	22	21	23	22	23	21	17	22	17	22	20	22	21	21	23	22	19	22	22	23	22	19	22	18	20	22	20	22	24	19	22	20	23
