simulated.data...1.	rep.num.plants.per.plot..nrow.simulated.data..	binomial.rvs.1	binomial.rvs.2	binomial.rvs.3	binomial.rvs.4	binomial.rvs.5	binomial.rvs.6	binomial.rvs.7	binomial.rvs.8	binomial.rvs.9	binomial.rvs.10	binomial.rvs.11	binomial.rvs.12	binomial.rvs.13	binomial.rvs.14	binomial.rvs.15	binomial.rvs.16	binomial.rvs.17	binomial.rvs.18	binomial.rvs.19	binomial.rvs.20	binomial.rvs.21	binomial.rvs.22	binomial.rvs.23	binomial.rvs.24	binomial.rvs.25	binomial.rvs.26	binomial.rvs.27	binomial.rvs.28	binomial.rvs.29	binomial.rvs.30	binomial.rvs.31	binomial.rvs.32	binomial.rvs.33	binomial.rvs.34	binomial.rvs.35	binomial.rvs.36	binomial.rvs.37	binomial.rvs.38	binomial.rvs.39	binomial.rvs.40	binomial.rvs.41	binomial.rvs.42	binomial.rvs.43	binomial.rvs.44	binomial.rvs.45	binomial.rvs.46	binomial.rvs.47	binomial.rvs.48	binomial.rvs.49	binomial.rvs.50	binomial.rvs.51	binomial.rvs.52	binomial.rvs.53	binomial.rvs.54	binomial.rvs.55	binomial.rvs.56	binomial.rvs.57	binomial.rvs.58	binomial.rvs.59	binomial.rvs.60	binomial.rvs.61	binomial.rvs.62	binomial.rvs.63	binomial.rvs.64	binomial.rvs.65	binomial.rvs.66	binomial.rvs.67	binomial.rvs.68	binomial.rvs.69	binomial.rvs.70	binomial.rvs.71	binomial.rvs.72	binomial.rvs.73	binomial.rvs.74	binomial.rvs.75	binomial.rvs.76	binomial.rvs.77	binomial.rvs.78	binomial.rvs.79	binomial.rvs.80	binomial.rvs.81	binomial.rvs.82	binomial.rvs.83	binomial.rvs.84	binomial.rvs.85	binomial.rvs.86	binomial.rvs.87	binomial.rvs.88	binomial.rvs.89	binomial.rvs.90	binomial.rvs.91	binomial.rvs.92	binomial.rvs.93	binomial.rvs.94	binomial.rvs.95	binomial.rvs.96	binomial.rvs.97	binomial.rvs.98	binomial.rvs.99	binomial.rvs.100
KI14	20	18	18	16	18	16	19	20	19	18	19	18	19	16	19	17	19	17	16	19	18	18	17	13	18	13	17	16	18	17	17	18	18	15	18	18	19	18	15	18	14	16	18	16	18	20	15	18	16	19	13	18	19	16	12	14	18	17	15	18	14	17	19	16	18	19	14	15	15	19	18	17	14	18	15	17	15	17	13	17	18	18	18	17	18	16	16	17	18	18	17	16	18	19	17	16	16	16	16	17	19
KI21	20	18	17	19	17	17	19	15	15	18	16	13	15	16	18	18	17	17	19	18	20	18	15	20	19	18	18	19	15	17	18	18	15	14	18	16	20	15	18	16	17	16	16	16	17	16	17	20	20	14	16	15	16	14	15	16	15	18	13	17	16	18	18	17	18	19	20	16	11	17	18	18	17	17	20	18	18	19	17	18	18	19	20	18	18	17	18	18	17	18	18	18	17	18	18	18	17	16	18	15	17
KI3	20	17	19	13	18	18	18	19	17	15	14	16	19	16	16	19	19	19	17	17	19	17	16	18	19	18	18	17	18	16	19	18	15	18	18	18	18	18	18	18	19	17	19	18	17	17	16	17	17	18	20	17	18	15	17	19	18	19	18	19	16	17	17	18	16	18	16	19	19	17	16	16	17	17	17	14	15	17	17	15	18	17	17	15	18	18	19	16	19	20	17	16	18	18	17	16	13	18	18	17	18
KI44	20	17	20	18	15	19	15	18	18	18	18	18	19	18	17	16	17	16	20	17	14	17	17	17	16	15	16	17	19	16	18	16	19	19	16	16	18	16	18	17	17	17	16	16	19	17	15	16	19	17	17	17	19	17	18	18	17	17	15	18	18	16	17	17	19	15	18	14	18	15	14	20	19	17	13	17	16	19	16	19	19	16	18	17	18	18	19	20	19	18	19	19	16	18	17	18	16	17	17	14	15
KY21	20	15	9	6	11	7	11	7	9	12	6	11	7	13	10	7	10	7	11	9	10	11	7	12	5	8	13	10	6	9	8	8	12	10	6	10	9	10	14	6	11	12	10	11	8	12	7	7	7	12	6	12	10	10	8	13	8	9	15	13	8	10	11	14	9	7	11	9	10	10	9	12	11	10	8	9	8	8	10	8	9	12	9	13	10	10	16	11	7	10	10	10	13	13	10	9	9	14	9	9	12
KY226	20	19	18	16	16	16	16	15	19	18	16	17	18	17	18	16	19	16	19	17	17	16	14	16	14	18	14	19	15	19	17	18	15	15	18	19	18	16	20	17	17	18	13	16	18	16	16	17	15	17	18	17	15	20	12	16	17	15	17	16	19	13	14	15	19	19	17	16	16	17	17	16	19	17	15	14	16	17	18	18	17	19	14	17	16	18	18	17	18	17	19	19	18	17	19	18	18	19	18	18	13
KY228	20	18	18	18	16	18	20	20	17	16	17	16	15	16	16	16	18	19	12	20	17	18	18	17	15	18	19	18	18	18	15	16	18	18	16	14	15	17	18	13	17	16	15	17	20	17	17	18	18	17	18	15	20	16	16	18	17	16	16	19	20	17	16	17	18	16	19	14	17	17	17	18	16	18	17	11	15	17	16	19	17	19	19	17	19	18	20	15	18	16	17	18	18	13	18	15	17	16	18	18	18
L317	20	17	15	17	17	19	17	16	19	18	18	17	13	18	13	17	16	18	17	17	18	18	15	18	18	19	18	15	18	14	16	18	16	18	20	15	18	16	19	13	18	19	16	12	14	18	17	15	18	14	17	19	16	18	19	14	15	15	19	18	17	14	18	15	17	15	17	13	17	18	18	18	17	18	16	16	17	18	18	17	16	18	19	17	16	16	16	16	17	19	18	17	16	17	17	19	17	19	17	17	16
L578	20	19	18	17	18	17	17	19	18	20	18	15	20	19	18	18	19	15	17	18	18	15	14	18	16	20	15	18	16	17	16	16	16	17	16	17	20	20	14	16	15	16	14	15	16	15	18	13	17	16	18	18	17	18	19	20	16	11	17	18	18	17	17	20	18	18	19	17	18	18	19	20	18	18	17	18	18	17	18	18	18	17	18	18	18	17	16	18	15	17	16	17	16	17	18	19	19	13	18	18	15
M14	20	20	16	16	19	19	19	17	17	19	17	16	18	19	18	18	17	18	16	19	18	15	18	18	18	18	18	18	18	19	17	19	18	17	17	16	17	17	18	20	17	18	15	17	19	18	19	18	19	16	17	17	18	16	18	16	19	19	17	16	16	17	17	17	14	15	17	17	15	18	17	17	15	18	18	19	16	19	20	17	16	18	18	17	16	13	18	18	17	18	18	17	17	18	16	18	14	19	15	20	17
M37W	20	9	14	7	12	11	11	6	11	14	11	10	11	12	13	12	10	7	12	9	12	7	7	12	11	9	11	10	11	11	11	12	12	7	10	13	12	8	10	10	10	8	10	8	8	10	11	13	9	9	12	11	11	8	13	8	14	9	13	14	6	7	11	16	10	12	7	11	7	6	12	9	11	8	9	8	4	7	9	6	7	12	8	11	9	11	10	11	15	13	11	13	8	11	10	9	11	10	9	12	9
MO17	20	18	19	15	19	17	19	16	18	17	17	19	16	20	19	15	17	20	18	19	18	16	17	19	17	18	17	15	20	16	16	17	16	18	16	19	19	19	15	20	16	17	17	19	15	19	18	14	15	18	18	17	14	18	19	16	18	17	18	18	16	17	17	18	18	18	18	17	19	18	16	18	15	18	17	12	17	19	18	17	17	15	15	17	18	18	15	18	18	16	18	20	18	18	15	17	17	18	17	16	18
MO18W	20	18	18	19	16	19	16	19	17	17	16	14	16	14	18	14	19	15	19	17	18	15	15	18	19	18	16	20	17	17	18	13	16	18	16	16	17	15	17	18	17	15	20	12	16	17	15	17	16	19	13	14	15	19	19	17	16	16	17	17	16	19	17	15	14	16	17	18	18	17	19	14	17	16	18	18	17	18	17	19	19	18	17	19	18	18	19	18	18	13	16	19	17	18	19	18	20	16	17	16	18
MO1W	20	18	18	17	16	18	19	12	20	17	18	18	17	15	18	19	18	18	18	15	16	18	18	16	14	15	17	18	13	17	16	15	17	20	17	17	18	18	17	18	15	20	16	16	18	17	16	16	19	20	17	16	17	18	16	19	14	17	17	17	18	16	18	17	11	15	17	16	19	17	19	19	17	19	18	20	15	18	16	17	18	18	13	18	15	17	16	18	18	18	19	19	14	18	18	17	19	16	15	15	17
MO24W	20	9	9	8	10	11	9	11	11	9	10	13	10	9	8	9	13	9	14	11	9	12	9	6	13	9	12	8	15	9	8	12	16	14	10	11	13	8	14	10	7	12	8	8	14	12	13	7	9	11	14	9	14	10	13	11	16	11	9	9	9	10	8	11	12	10	9	9	11	11	9	8	10	11	12	12	12	11	7	9	11	11	10	10	7	10	8	11	11	11	10	9	10	9	11	9	10	8	8	8	10
MO44	20	15	17	17	18	19	15	17	18	18	15	14	18	16	20	15	18	16	17	16	16	16	17	16	17	20	20	14	16	15	16	14	15	16	15	18	13	17	16	18	18	17	18	19	20	16	11	17	18	18	17	17	20	18	18	19	17	18	18	19	20	18	18	17	18	18	17	18	18	18	17	18	18	18	17	16	18	15	17	16	17	16	17	18	19	19	13	18	18	15	15	15	16	15	17	19	18	14	19	17	19
MO45	20	16	19	15	18	17	18	16	19	18	15	18	18	18	18	18	18	18	19	17	19	18	17	17	16	17	17	18	20	17	18	15	17	19	18	19	18	19	16	17	17	18	16	18	16	19	19	17	16	16	17	17	17	14	15	17	17	15	18	17	17	15	18	18	19	16	19	20	17	16	18	18	17	16	13	18	18	17	18	18	17	17	18	16	18	14	19	15	20	17	20	20	19	20	17	19	18	16	17	18	18
MO46	20	9	12	11	12	10	7	12	9	12	7	7	12	11	9	11	10	11	11	11	12	12	7	10	13	12	8	10	10	10	8	10	8	8	10	11	13	9	9	12	11	11	8	13	8	14	9	13	14	6	7	11	16	10	12	7	11	7	6	12	9	11	8	9	8	4	7	9	6	7	12	8	11	9	11	10	11	15	13	11	13	8	11	10	9	11	10	9	12	9	9	11	9	10	8	12	13	11	9	8	11
MO47	20	19	19	17	15	17	20	18	19	18	16	17	19	17	18	17	15	20	16	16	17	16	18	16	19	19	19	15	20	16	17	17	19	15	19	18	14	15	18	18	17	14	18	19	16	18	17	18	18	16	17	17	18	18	18	18	17	19	18	16	18	15	18	17	12	17	19	18	17	17	15	15	17	18	18	15	18	18	16	18	20	18	18	15	17	17	18	17	16	18	17	19	19	20	15	18	16	14	15	20	17
MOG	20	15	8	13	14	8	13	8	10	9	13	13	9	8	8	11	6	11	10	9	15	12	9	12	12	11	13	11	8	10	13	6	16	12	11	13	11	12	7	15	14	12	7	8	11	12	12	10	10	12	7	10	13	14	12	10	9	9	10	7	14	11	12	8	9	11	9	11	7	7	9	10	7	8	10	8	9	10	15	12	7	11	9	8	8	6	12	11	12	9	9	11	10	8	11	10	6	7	10	11	5
MP339	20	14	12	9	7	9	9	10	13	11	9	9	11	14	13	10	9	15	11	11	13	10	6	10	11	9	9	11	9	13	4	12	11	9	10	11	12	7	5	11	12	10	10	12	8	14	11	10	10	10	12	10	10	17	13	11	12	8	10	8	8	11	8	8	6	13	9	11	10	10	9	15	9	12	11	11	9	8	9	6	8	14	10	9	11	7	12	13	13	10	12	7	10	16	12	13	8	9	10	10	12
MS1334	20	18	17	18	18	15	18	14	16	18	16	18	20	15	18	16	19	13	18	19	16	12	14	18	17	15	18	14	17	19	16	18	19	14	15	15	19	18	17	14	18	15	17	15	17	13	17	18	18	18	17	18	16	16	17	18	18	17	16	18	19	17	16	16	16	16	17	19	18	17	16	17	17	19	17	19	17	17	16	17	18	17	18	17	18	17	19	19	19	17	16	18	18	17	16	18	15	15	14	16	19
MS153	20	12	8	9	13	9	12	10	11	11	11	10	12	10	5	4	14	12	13	12	14	13	12	13	9	15	10	12	9	9	11	9	7	5	11	17	11	8	9	11	11	5	10	10	7	11	9	9	7	6	9	9	10	9	9	10	9	9	8	10	9	8	9	10	12	10	13	10	11	10	11	10	9	8	8	15	9	10	13	13	13	12	13	10	8	9	14	8	10	7	9	13	5	10	9	11	13	8	4	13	9
MS71	20	19	17	16	18	18	18	19	17	19	18	17	17	16	17	17	18	20	17	18	15	17	19	18	19	18	19	16	17	17	18	16	18	16	19	19	17	16	16	17	17	17	14	15	17	17	15	18	17	17	15	18	18	19	16	19	20	17	16	18	18	17	16	13	18	18	17	18	18	17	17	18	16	18	14	19	15	20	17	20	20	19	20	17	19	18	16	17	18	18	15	16	17	16	18	19	18	17	18	18	19
MT42	20	8	11	12	11	10	11	11	11	12	12	7	10	13	12	8	10	10	10	8	10	8	8	10	11	13	9	9	12	11	11	8	13	8	14	9	13	14	6	7	11	16	10	12	7	11	7	6	12	9	11	8	9	8	4	7	9	6	7	12	8	11	9	11	10	11	15	13	11	13	8	11	10	9	11	10	9	12	9	9	11	9	10	8	12	13	11	9	8	11	13	15	9	11	13	10	8	14	8	11	11
N192	20	20	18	17	17	15	20	16	16	17	16	18	16	19	19	19	15	20	16	17	17	19	15	19	18	14	15	18	18	17	14	18	19	16	18	17	18	18	16	17	17	18	18	18	18	17	19	18	16	18	15	18	17	12	17	19	18	17	17	15	15	17	18	18	15	18	18	16	18	20	18	18	15	17	17	18	17	16	18	17	19	19	20	15	18	16	14	15	20	17	18	15	19	17	19	18	19	17	18	18	16
N28HT	20	18	16	17	16	20	17	17	18	13	16	18	16	16	17	15	17	18	17	15	20	12	16	17	15	17	16	19	13	14	15	19	19	17	16	16	17	17	16	19	17	15	14	16	17	18	18	17	19	14	17	16	18	18	17	18	17	19	19	18	17	19	18	18	19	18	18	13	16	19	17	18	19	18	20	16	17	16	18	18	17	17	18	16	17	19	19	17	17	20	18	16	19	18	17	17	14	15	18	18	17
N7A	20	9	9	11	10	9	15	11	11	13	10	6	10	11	9	9	11	9	13	4	12	11	9	10	11	12	7	5	11	12	10	10	12	8	14	11	10	10	10	12	10	10	17	13	11	12	8	10	8	8	11	8	8	6	13	9	11	10	10	9	15	9	12	11	11	9	8	9	6	8	14	10	9	11	7	12	13	13	10	12	7	10	16	12	13	8	9	10	10	12	10	13	13	10	12	9	7	7	8	8	11
NC222	20	16	19	15	16	19	13	18	19	16	12	14	18	17	15	18	14	17	19	16	18	19	14	15	15	19	18	17	14	18	15	17	15	17	13	17	18	18	18	17	18	16	16	17	18	18	17	16	18	19	17	16	16	16	16	17	19	18	17	16	17	17	19	17	19	17	17	16	17	18	17	18	17	18	17	19	19	19	17	16	18	18	17	16	18	15	15	14	16	19	15	17	18	18	17	19	19	19	14	15	18
NC230	20	11	8	12	4	14	12	13	12	14	13	12	13	9	15	10	12	9	9	11	9	7	5	11	17	11	8	9	11	11	5	10	10	7	11	9	9	7	6	9	9	10	9	9	10	9	9	8	10	9	8	9	10	12	10	13	10	11	10	11	10	9	8	8	15	9	10	13	13	13	12	13	10	8	9	14	8	10	7	9	13	5	10	9	11	13	8	4	13	9	8	11	11	10	13	7	12	12	11	5	11
NC232	20	16	19	15	17	18	20	17	18	15	17	19	18	19	18	19	16	17	17	18	16	18	16	19	19	17	16	16	17	17	17	14	15	17	17	15	18	17	17	15	18	18	19	16	19	20	17	16	18	18	17	16	13	18	18	17	18	18	17	17	18	16	18	14	19	15	20	17	20	20	19	20	17	19	18	16	17	18	18	15	16	17	16	18	19	18	17	18	18	19	18	19	16	16	17	16	16	19	18	17	20
NC236	20	9	11	12	8	10	10	10	8	10	8	8	10	11	13	9	9	12	11	11	8	13	8	14	9	13	14	6	7	11	16	10	12	7	11	7	6	12	9	11	8	9	8	4	7	9	6	7	12	8	11	9	11	10	11	15	13	11	13	8	11	10	9	11	10	9	12	9	9	11	9	10	8	12	13	11	9	8	11	13	15	9	11	13	10	8	14	8	11	11	7	10	10	9	13	14	7	11	10	11	9
NC238	20	17	18	18	19	15	20	16	17	17	19	15	19	18	14	15	18	18	17	14	18	19	16	18	17	18	18	16	17	17	18	18	18	18	17	19	18	16	18	15	18	17	12	17	19	18	17	17	15	15	17	18	18	15	18	18	16	18	20	18	18	15	17	17	18	17	16	18	17	19	19	20	15	18	16	14	15	20	17	18	15	19	17	19	18	19	17	18	18	16	16	17	17	18	16	18	13	19	16	13	18
NC250	20	12	8	9	13	11	8	10	13	6	16	12	11	13	11	12	7	15	14	12	7	8	11	12	12	10	10	12	7	10	13	14	12	10	9	9	10	7	14	11	12	8	9	11	9	11	7	7	9	10	7	8	10	8	9	10	15	12	7	11	9	8	8	6	12	11	12	9	9	11	10	8	11	10	6	7	10	11	5	8	11	8	9	10	10	14	12	8	9	10	13	8	11	13	10	9	13	12	8	10	12
NC258	20	16	17	16	18	17	18	15	20	16	16	18	17	16	16	19	20	17	16	17	18	16	19	14	17	17	17	18	16	18	17	11	15	17	16	19	17	19	19	17	19	18	20	15	18	16	17	18	18	13	18	15	17	16	18	18	18	19	19	14	18	18	17	19	16	15	15	17	16	19	17	12	16	15	19	18	17	17	16	17	15	15	17	16	18	19	19	19	18	16	15	18	17	17	13	18	16	18	16	17	17
NC260	20	16	16	18	18	14	17	19	16	18	19	14	15	15	19	18	17	14	18	15	17	15	17	13	17	18	18	18	17	18	16	16	17	18	18	17	16	18	19	17	16	16	16	16	17	19	18	17	16	17	17	19	17	19	17	17	16	17	18	17	18	17	18	17	19	19	19	17	16	18	18	17	16	18	15	15	14	16	19	15	17	18	18	17	19	19	19	14	15	18	18	17	19	19	19	15	16	20	19	18	18
NC262	20	19	18	16	17	16	18	18	17	18	19	20	16	11	17	18	18	17	17	20	18	18	19	17	18	18	19	20	18	18	17	18	18	17	18	18	18	17	18	18	18	17	16	18	15	17	16	17	16	17	18	19	19	13	18	18	15	15	15	16	15	17	19	18	14	19	17	19	18	15	20	17	18	17	15	18	20	15	18	19	17	17	17	15	19	16	16	17	20	17	17	18	18	18	19	18	19	16	17	15	19
NC264	20	17	18	15	19	16	17	17	18	16	18	16	19	19	17	16	16	17	17	17	14	15	17	17	15	18	17	17	15	18	18	19	16	19	20	17	16	18	18	17	16	13	18	18	17	18	18	17	17	18	16	18	14	19	15	20	17	20	20	19	20	17	19	18	16	17	18	18	15	16	17	16	18	19	18	17	18	18	19	18	19	16	16	17	16	16	19	18	17	20	19	15	16	14	17	16	17	18	16	17	19
NC290A	20	18	18	17	18	18	16	17	17	19	15	18	14	18	15	14	20	19	17	13	17	16	19	16	19	19	16	18	17	18	18	19	20	19	18	19	19	16	18	17	18	16	17	17	14	15	16	15	18	17	17	18	16	17	18	15	18	18	16	18	17	18	15	15	16	18	19	17	15	13	18	17	15	17	19	14	18	17	16	19	17	17	18	15	14	19	17	18	17	18	16	17	19	18	19	17	16	17	17	16	16
NC294	20	19	16	18	15	18	18	17	14	18	19	16	18	17	18	18	16	17	17	18	18	18	18	17	19	18	16	18	15	18	17	12	17	19	18	17	17	15	15	17	18	18	15	18	18	16	18	20	18	18	15	17	17	18	17	16	18	17	19	19	20	15	18	16	14	15	20	17	18	15	19	17	19	18	19	17	18	18	16	16	17	17	18	16	18	13	19	16	13	18	16	18	17	17	16	18	16	20	18	16	18
NC296	20	10	13	12	12	7	15	14	12	7	8	11	12	12	10	10	12	7	10	13	14	12	10	9	9	10	7	14	11	12	8	9	11	9	11	7	7	9	10	7	8	10	8	9	10	15	12	7	11	9	8	8	6	12	11	12	9	9	11	10	8	11	10	6	7	10	11	5	8	11	8	9	10	10	14	12	8	9	10	13	8	11	13	10	9	13	12	8	10	12	6	6	8	9	7	9	8	12	7	10	8
NC296A	20	11	7	10	7	5	11	12	10	10	12	8	14	11	10	10	10	12	10	10	17	13	11	12	8	10	8	8	11	8	8	6	13	9	11	10	10	9	15	9	12	11	11	9	8	9	6	8	14	10	9	11	7	12	13	13	10	12	7	10	16	12	13	8	9	10	10	12	10	13	13	10	12	9	7	7	8	8	11	13	9	10	10	15	9	12	10	11	10	10	8	13	13	10	12	16	13	12	9	8	10
NC298	20	13	11	10	9	11	14	9	14	10	13	11	16	11	9	9	9	10	8	11	12	10	9	9	11	11	9	8	10	11	12	12	12	11	7	9	11	11	10	10	7	10	8	11	11	11	10	9	10	9	11	9	10	8	8	8	10	12	9	8	10	12	9	13	13	14	12	7	13	10	9	8	11	7	7	7	14	13	9	9	11	8	8	7	13	12	5	8	9	9	9	8	11	13	14	11	8	12	12	8	7
NC300	20	13	9	10	8	9	11	11	5	10	10	7	11	9	9	7	6	9	9	10	9	9	10	9	9	8	10	9	8	9	10	12	10	13	10	11	10	11	10	9	8	8	15	9	10	13	13	13	12	13	10	8	9	14	8	10	7	9	13	5	10	9	11	13	8	4	13	9	8	11	11	10	13	7	12	12	11	5	11	11	8	8	8	8	9	6	11	10	13	6	13	9	8	9	10	9	8	8	11	12	11
NC302	20	13	8	12	12	12	10	11	10	14	13	11	11	13	9	10	10	13	9	9	8	11	7	6	10	11	9	9	10	12	15	8	8	11	9	8	10	10	9	11	9	14	8	13	5	10	5	4	7	6	10	8	8	12	11	9	9	13	12	10	12	9	8	9	11	9	9	7	9	8	12	12	10	12	12	8	9	10	6	7	13	11	15	10	11	11	9	11	11	7	11	7	9	12	6	11	7	13	10	7	10
NC306	20	19	17	16	14	20	19	17	13	17	16	19	16	19	19	16	18	17	18	18	19	20	19	18	19	19	16	18	17	18	16	17	17	14	15	16	15	18	17	17	18	16	17	18	15	18	18	16	18	17	18	15	15	16	18	19	17	15	13	18	17	15	17	19	14	18	17	16	19	17	17	18	15	14	19	17	18	17	18	16	17	19	18	19	17	16	17	17	16	16	16	15	19	18	16	17	18	17	18	16	19
NC310	20	20	16	18	18	16	17	17	18	18	18	18	17	19	18	16	18	15	18	17	12	17	19	18	17	17	15	15	17	18	18	15	18	18	16	18	20	18	18	15	17	17	18	17	16	18	17	19	19	20	15	18	16	14	15	20	17	18	15	19	17	19	18	19	17	18	18	16	16	17	17	18	16	18	13	19	16	13	18	16	18	17	17	16	18	16	20	18	16	18	20	20	17	16	17	16	15	16	16	16	18
NC314	20	17	16	17	17	16	19	17	15	14	16	17	18	18	17	19	14	17	16	18	18	17	18	17	19	19	18	17	19	18	18	19	18	18	13	16	19	17	18	19	18	20	16	17	16	18	18	17	17	18	16	17	19	19	17	17	20	18	16	19	18	17	17	14	15	18	18	17	15	18	17	15	17	18	15	16	19	18	16	19	20	19	18	19	18	19	16	19	17	19	17	16	19	18	18	17	13	18	13	17	16
NC318	20	20	17	18	17	18	16	18	17	11	15	17	16	19	17	19	19	17	19	18	20	15	18	16	17	18	18	13	18	15	17	16	18	18	18	19	19	14	18	18	17	19	16	15	15	17	16	19	17	12	16	15	19	18	17	17	16	17	15	15	17	16	18	19	19	19	18	16	15	18	17	17	13	18	16	18	16	17	17	19	15	15	18	16	13	15	16	18	18	17	17	19	18	20	18	15	20	19	18	18	19
NC320	20	16	17	17	18	18	17	18	16	16	17	18	18	17	16	18	19	17	16	16	16	16	17	19	18	17	16	17	17	19	17	19	17	17	16	17	18	17	18	17	18	17	19	19	19	17	16	18	18	17	16	18	15	15	14	16	19	15	17	18	18	17	19	19	19	14	15	18	18	17	19	19	19	15	16	20	19	18	18	18	19	17	15	14	16	19	16	16	19	19	19	17	17	19	17	16	18	19	18	18	17
NC324	20	19	16	20	19	20	18	18	17	18	18	17	18	18	18	17	18	18	18	17	16	18	15	17	16	17	16	17	18	19	19	13	18	18	15	15	15	16	15	17	19	18	14	19	17	19	18	15	20	17	18	17	15	18	20	15	18	19	17	17	17	15	19	16	16	17	20	17	17	18	18	18	19	18	19	16	17	15	19	15	18	18	18	18	18	19	18	17	16	17	16	20	17	14	17	17	17	16	15	16	17
NC326	20	19	18	17	17	17	15	18	18	19	16	19	20	17	16	18	18	17	16	13	18	18	17	18	18	17	17	18	16	18	14	19	15	20	17	20	20	19	20	17	19	18	16	17	18	18	15	16	17	16	18	19	18	17	18	18	19	18	19	16	16	17	16	16	19	18	17	20	19	15	16	14	17	16	17	18	16	17	19	17	19	18	16	20	17	19	15	17	19	17	19	16	18	17	17	19	16	20	19	15	17
NC328	20	18	13	15	16	18	17	18	18	19	20	19	18	19	19	16	18	17	18	16	17	17	14	15	16	15	18	17	17	18	16	17	18	15	18	18	16	18	17	18	15	15	16	18	19	17	15	13	18	17	15	17	19	14	18	17	16	19	17	17	18	15	14	19	17	18	17	18	16	17	19	18	19	17	16	17	17	16	16	16	15	19	18	16	17	18	17	18	16	19	16	19	17	17	16	14	16	14	18	14	19
NC33	20	17	13	14	16	18	15	18	17	12	17	19	18	17	17	15	15	17	18	18	15	18	18	16	18	20	18	18	15	17	17	18	17	16	18	17	19	19	20	15	18	16	14	15	20	17	18	15	19	17	19	18	19	17	18	18	16	16	17	17	18	16	18	13	19	16	13	18	16	18	17	17	16	18	16	20	18	16	18	20	20	17	16	17	16	15	16	16	16	18	19	12	20	17	18	18	17	15	18	19	18
NC336	20	10	10	9	7	14	11	12	8	9	11	9	11	7	7	9	10	7	8	10	8	9	10	15	12	7	11	9	8	8	6	12	11	12	9	9	11	10	8	11	10	6	7	10	11	5	8	11	8	9	10	10	14	12	8	9	10	13	8	11	13	10	9	13	12	8	10	12	6	6	8	9	7	9	8	12	7	10	8	10	11	7	10	8	10	15	9	15	10	11	9	11	11	9	10	13	10	9	8	9	13
NC338	20	12	12	11	8	8	11	8	8	6	13	9	11	10	10	9	15	9	12	11	11	9	8	9	6	8	14	10	9	11	7	12	13	13	10	12	7	10	16	12	13	8	9	10	10	12	10	13	13	10	12	9	7	7	8	8	11	13	9	10	10	15	9	12	10	11	10	10	8	13	13	10	12	16	13	12	9	8	10	10	8	9	6	9	13	6	7	9	9	8	13	11	9	10	13	14	9	12	6	13	9
NC340	20	8	12	8	9	8	10	11	12	12	12	11	7	9	11	11	10	10	7	10	8	11	11	11	10	9	10	9	11	9	10	8	8	8	10	12	9	8	10	12	9	13	13	14	12	7	13	10	9	8	11	7	7	7	14	13	9	9	11	8	8	7	13	12	5	8	9	9	9	8	11	13	14	11	8	12	12	8	7	8	10	10	7	10	12	9	7	9	8	10	10	11	7	9	13	9	9	9	10	10	9
NC342	20	18	14	18	17	18	18	18	17	16	18	15	17	16	17	16	17	18	19	19	13	18	18	15	15	15	16	15	17	19	18	14	19	17	19	18	15	20	17	18	17	15	18	20	15	18	19	17	17	17	15	19	16	16	17	20	17	17	18	18	18	19	18	19	16	17	15	19	15	18	18	18	18	18	19	18	17	16	17	16	20	17	14	17	17	17	16	15	16	17	19	16	18	16	19	19	16	16	18	16	18
NC344	20	17	17	17	18	18	17	16	13	18	18	17	18	18	17	17	18	16	18	14	19	15	20	17	20	20	19	20	17	19	18	16	17	18	18	15	16	17	16	18	19	18	17	18	18	19	18	19	16	16	17	16	16	19	18	17	20	19	15	16	14	17	16	17	18	16	17	19	17	19	18	16	20	17	19	15	17	19	17	19	16	18	17	17	19	16	20	19	15	17	20	18	19	18	16	17	19	17	18	17	15
NC346	20	11	7	12	12	8	11	9	11	10	11	15	13	11	13	8	11	10	9	11	10	9	12	9	9	11	9	10	8	12	13	11	9	8	11	13	15	9	11	13	10	8	14	8	11	11	7	10	10	9	13	14	7	11	10	11	9	11	10	8	10	8	10	11	11	10	11	11	12	13	7	10	11	10	9	10	8	12	7	12	8	11	10	11	14	12	14	9	14	8	13	8	10	9	13	13	9	8	8	11	6
NC348	20	9	7	13	13	13	10	9	9	14	9	9	12	8	4	9	8	13	10	11	10	10	11	9	10	8	7	5	13	8	12	14	13	6	10	9	13	8	10	8	9	8	10	9	9	12	11	10	11	9	12	9	15	8	12	15	9	12	9	10	10	12	8	11	5	9	12	9	5	5	10	12	10	11	14	12	12	11	8	7	16	6	11	10	9	10	13	9	7	9	9	10	13	11	9	9	11	14	13	10	9
NC350	20	18	15	17	18	17	19	18	18	19	18	18	13	16	19	17	18	19	18	20	16	17	16	18	18	17	17	18	16	17	19	19	17	17	20	18	16	19	18	17	17	14	15	18	18	17	15	18	17	15	17	18	15	16	19	18	16	19	20	19	18	19	18	19	16	19	17	19	17	16	19	18	18	17	13	18	13	17	16	18	17	17	18	18	15	18	18	19	18	15	18	14	16	18	16	18	20	15	18	16	19
